circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0253,3088,17bb71d203be8041,鐵路研究協會（WRC）,獎學金,嗜好,早稻田大學鐵路俱樂部（WRC）是日本規模最大的大學鐵路俱樂部之一。俱樂部全年舉辦各種活動，包括每月例會、夏令營以及早稻田節展覽等，旨在匯聚鐵路愛好者，增進彼此間的友誼。俱樂部成員構成多元，從休閒愛好者到資深鐵桿粉絲，每個人都以自己的方式加深對鐵路的了解。 「鐵路愛好」涵蓋了攝影、火車模型製作、車輛研究等廣泛的活動。因此，俱樂部設立了多個“分會”，讓成員們能夠根據自身興趣開展活動，並深入探索特定領域。俱樂部的主要活動包括新生入學迎新期間的賞櫻活動、火車模型操作體驗、包車遊覽以及夏令營。夏令營期間，成員們自行選擇路線出行，在目的地集合和解散，並始終包含參觀鐵路車輛段的環節。我們每年都會參加早稻田節，展出大型鐵路模型佈局、鐵路照片和零件，展現各小組委員會的綜合專業知識。我們也出版名為《調車員》（Switcher）的期刊，向大眾展示會員們的研究成果。此外，我們也會收到雜誌和電視台的採訪邀請，以及與鐵路相關的工作邀約。在早稻田鐵路俱樂部（WRC），您能體驗許多獨一無二的體驗。如果您對此有興趣，歡迎隨時光臨我們在學生會大樓內的俱樂部活動室！,每週一至週六 / 學生會大樓，E516 俱樂部房間（自願參加）,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0254,3277,e6be91b5ce63f8f2,自助餐廳研究小組,獎學金,嗜好,成立於1999年的早稻田大學食堂研究社是日本歷史最悠久的大學食堂研究社。該社團利用其獨創的研究報告，每六個月對大學食堂進行評估並發布排名。這份排名備受矚目，社團也曾與許多媒體合作，包括Mezamashi TV、World Business Satellite、《朝日周刊》和J-WAVE！社團全年都會造訪各大學的食堂，不僅限於早稻田大學。此外，他們每年還會舉辦兩次“食堂考察之旅”，分別在八月和三月。這些考察之旅讓社員們有機會前往遠方的食堂，體驗與日常食堂研究活動不同的樂趣。社團成員以輕鬆自在的方式參與日常活動，每週約兩到三次。入會要求之一是至少參加三次例行的食堂考察活動，歡迎大家加入我們！,東京學校食堂不時營業,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0255,3486,e1e4afe75e9d23e1,特效委員會,獎學金,嗜好,本俱樂部致力於觀賞特攝作品，廣泛涉獵運用特效技術的影像作品。我們的目標有三：首先，與大家一起享受觀影的樂趣；其次，重新發掘特攝作為日本傳統技法的價值；第三，分析評價其藝術性和表現力，並從中發現新的價值。為此，我們自費出版各類主題論文集，每年在Comic Market上發行兩次。我們的活動分為常規活動和特別活動。在常規活動中，我們會定期集體觀看3-4季的特攝作品；特別活動中，我們會根據需要參與各種與特攝相關的活動。此外，我們還會在春夏兩季組織大型旅行團，使我們成為一個不僅滿足興趣愛好、增長知識，還能促進成員間積極互動的俱樂部。根據活動的不同，我們可能會接觸到各種類型的錄像作品，例如動畫和電影，而不僅僅是特攝片，從而拓寬每個人的視野，培養他們的美學意識。,每週三下午 4:30 和每週六下午 1:00 / 學生會大樓,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0256,3799,9af6186693b4df9c,無,獎學金,嗜好,暫無相關資訊。,暫無相關資訊。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0257,3800,9af6186693b4df9c,無,獎學金,嗜好,暫無相關資訊。,暫無相關資訊。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0258,3801,9af6186693b4df9c,無,獎學金,嗜好,暫無相關資訊。,暫無相關資訊。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0259,3802,5264a1e14a711a3c,早稻田大學幻想鄉研究會,獎學金,嗜好,"我們是早期稻田大學的東方Project社團「幻想鄉研究會」（Gesokyo Research Society），又名「幻想鄉研究會」（Geso-ken）！

/
/
/
/・活動？ <線下活動>

/
/我們定期進行線下活動，包括原創東方Project射擊遊戲和東方Project同人桌遊！

/
/除了以上活動，我們也會在上課日的放學後不定期舉辦小型活動！

/
/
/
/・活動？ <線上活動>

/
/我們主要使用Discord進行交流，透過語音聊天直播原創遊戲，並多人一起玩東方TRPG！

/
/
/
/・活動？ <參與活動>

/
/我們會參加每年5月和11月在東京國際展覽中心（Tokyo Big Sight）舉辦的「博麗神社例大祭」！

/
/在例大祭上，我們會製作並發行社團聯合刊物《幻想鄉與譜》（Gensokyo Nenpo）！

/

/我們每年都會參加早稻田祭，準備各種活動，例如原創遊戲試玩！

/

/
/・活動？ 〈訓練營〉

/
/在長假期間（春季和夏季），我們會進行社團訓練營！

/
/在訓練營中，我們會前往東方Project的地點進行朝聖之旅，一起享受桌遊和原作的樂趣！

/
/以往的訓練營地點主要包括諏訪、京都、日光和佐渡！

/

/
/・會費

/
/會費全年收取。金額每年有所不同，但大約在2000-3000日元之間。

/

/
/・加入

/
/我們全年接受新成員！歡迎高校學生和國際學生加入！

/
/請透過私訊GesokenX (@studyoftoho)或Gmail與我們聯繫！","線下活動每月約舉辦一到兩次（約13:00-19:00），地點包括學生會大樓、教室、早稻田校園內的會議室等。

此外，也會不定期舉辦小型活動。線上交流也透過Discord等平台進行。",無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0260,3803,9af6186693b4df9c,無,獎學金,嗜好,暫無相關資訊。,暫無相關資訊。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0261,3804,9af6186693b4df9c,無,獎學金,嗜好,暫無相關資訊。,暫無相關資訊。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0262,3798,0d890b05e2ed3925,早稻田大學 Vocaloid 粉絲俱樂部,獎學金,嗜好,早稻田大學Vocaloid粉絲俱樂部是一個面向所有熱愛合成語音（包括VOCALOID）的學生社團。我們的日常活動包括分享我們最喜歡的Vocaloid歌曲、舉辦Vocaloid相關知識問答、一起去KTV等，旨在促進成員間的交流互動。此外，我們也會舉辦Vocaloid DJ活動並參與大學文化節。在這些活動臨近時，除了日常活動外，我們還會進行一些準備工作。我們歡迎所有對Vocaloid了解程度不限的新成員加入。此外，作為一個跨校社團，我們也歡迎非早期稻田大學的學生加入。,不定時 / 下午 5:30 / 學生會大樓,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0263,3781,25611fd62b3e5e49,早稻田大學虛擬主播研究組,獎學金,嗜好,"我們是早稻田大學唯一官方認可的VTuber社團！

/
/
/■VTuber企劃與管理（VTuber）

/
/目前，我們負責管理第二位官方VTuber「早見五月」。

/
/我們也在籌備第三位官方VTuber！

/
/我們社團內部負責所有事務，包括規劃、模型製作、影片剪輯和公關。

/
/
/■出版活動（編輯部）

/
/我們會參加漫畫市集、文學跳蚤市場等活動，並發行社團雜誌《VTrue》和研究期刊《早稻田V學》！

/
/我們允許社團成員作為銷售人員參加活動，因此除了大約兩小時的輪班時間外，您可以享受由社團承擔的入場費！

/

/

/■與其他大學的互動
/
我們是關東虛擬學生聯盟（V-Uni）的成員，並參與聯合活動和交流活動。

/
您也可以認識其他大學的虛擬主播愛好者，拓展您的社交圈！

/

/■其他活動

/
任何成員都可以提出並實施與社團目標相關的新活動，例如虛擬主播或VR相關活動！

/
我們將根據需要為每項活動（項目）提供資金。

/

/■會員費

/
第一學期免費！

/
從下一學期開始，我們將收取每學期1000日元（每年2000日元）的會員費。

/
收取的會員費將用於虛擬相關的營運、出版物製作以及書籍和設備的購買。

/

/

/■標籤

/虛擬YouTuber、VR、出版、研究、Comiket、BunFuri、同人誌、早稻田V-Lab、早稻田VTuber實驗室",持續進行/主要在線進行，根據需要進行線下授課,其他連結（失效連結）,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0264,3770,93f7f2a1affab526,早稻田大學占卜研究社,獎學金,嗜好,"早稻田大學占卜社是早稻田大學唯一官方認可的占卜社團。

/
/
/
/ 您可以學習各種占卜方法，包括手相、塔羅牌、西方占星術、四柱八字、紫微鬥數、符文以及瑪雅歷占星術。

/
/
/
/ 我們每週二都會舉辦輕鬆的活動。主要活動包括互相占卜、討論塔羅牌解讀以及一起閱讀書籍和觀看影片學習。活動結束後，我們還會一起外出用餐。

/
/
/
/ 此外，我們還會舉辦許多有趣的活動，例如在早稻田祭上非常受歡迎的占卜活動、專家講座、訓練營以及參與校外活動！

/
/
/
/ 參加活動完全自願。您可以選擇只參加週末活動或訓練營。這是一個您可以按照自己的步調享受其中的社團！

/

/

/
/ 歡迎所有新生、其他大學的學生、二、三年級學生、國際學生。

/

/
/ 我們全年歡迎訪客前來參觀我們的活動並結識新成員。如果您有興趣，請透過 Instagram 或 X（原 Twitter）私訊與我們聯繫！",每週二下午 5:30 至 8:00，高田馬場附近,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0265,3784,e5415c5b6b91cd68,早稻田戲劇研究會,獎學金,嗜好,"早稻田戲劇研究社是成立於2022年的早稻田大學學生社團。

我們的常規活動包括每週一在3號樓或租用的場地觀看日劇，並參與與戲劇相關的娛樂活動。我們喜歡觀看由投票選出的劇集。

除了例行活動外，我們也會不定期舉辦一些活動，例如勘景和探訪拍攝地點。雖然我們主要在東京及其周邊地區活動，但偶爾也會前往你最喜歡的電視劇的拍攝地進行更長的旅行！你甚至有可能參觀你最喜歡的電視劇的拍攝地點。

我們也參與各種與戲劇相關的活動，包括獨立電視劇製作、戲劇訊息傳播以及參與電視劇的群眾演員拍攝。

我們每年舉辦兩次靜修活動和許多其他活動，所以無論你是不是電視劇愛好者，都能找到自己喜歡的活動！

我們隨時歡迎試聽會員和新會員加入。期待你的加入！",每週一 / 19:00 / 3號樓，出租空間,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0266,3786,e9387a31c362078e,早稻田樂高積木研究小組,獎學金,嗜好,"我們是早稻田大學唯一的樂高社團，每週大約聚會一次（具體日期不定）。雖然我們主要在西早稻田校區活動，但也有許多來自其他系（非理工科）甚至其他大學的學生加入我們！

我們創作各種各樣的樂高作品，從基礎模型到類似魯布·戈德堡機械那樣的可動樂高裝置，應有盡有。我們的作品會在校內文化節和校外展覽中展出。除了樂高搭建，我們還會舉辦各種活動，例如參觀樂高商店和樂高聯誼活動。

我們將在社交媒體上分享我們的樂高作品和活動，如果您有興趣，歡迎關注！

我們歡迎所有樂高愛好者、曾經玩過樂高並懷念樂高時光的人以及樂高新手！

我們全年招募新成員，歡迎隨時透過社群媒體私訊聯繫我們！","每週一次（日期不定）

平日：下午 5 點 - 7 點 / 西早稻田校區

週末：下午 2 點 - 5 點 / 學生會大樓",無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0267,3529,7490a2ba73954ad3,早稻田大學航空航天研究協會,獎學金,科技,早稻田大學航空航天研究會（WASA）是理工學部正式認可的最大製造類社團。該社團透過四個項目進行活動：旨在設計、製造和運營人力飛行器以參加“鳥人”飛行大賽的“鳥人計劃”；組織觀測活動、學習小組並建造天文館的“天文計劃”；旨在通過建造飛機機器人和無線電遙控自動駕駛系統來鞏固和發展WASA內部電氣工程技術的“電氣工程計劃”；以及建造衛星模型和CanSat”。 WASA歷史悠久，成立於1960年代的早稻田大學，當時該校還沒有專門的航空航天系，其宗旨是「不受系別限制地開展航空航天領域的研究」。 WASA培養了眾多傑出校友，其中包括日本宇宙航空研究開發機構（JAXA）的工作人員，並且定期舉辦交流活動。目前，本社團與其他大學合作，與包括日本女子大學在內的多所大學的學生共同活動。日本女子大學是WASA（世界女子學生協會）的官方認可院校。歡迎初學者！也歡迎加入多個社團！活動可依個人需求量身訂做！,日租/出租房產、學生宿舍、手工藝工作室,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0268,3540,d957e595a43688e8,早稻田大學微型小鼠俱樂部,獎學金,科技,"在早稻田大學微型機器人俱樂部 (WMMC)，即使是初學者也能在資深成員的指導下輕鬆建造機器人！

/
/ 俱樂部名稱中的「微型機器人」指的是一種小型自主迷宮導航機器人。在早稻田大學微型機器人俱樂部，每位成員都會建造自己的微型機器人。因此，您可以參與機器人搭建的整個過程，並根據自己的時間表進行建造。此外，俱樂部還提供預先設計和編程的標準微型機器人模型，方便初學者上手。

/
/ 在建造微型機器人的過程中，您可以學習到與機器人建造相關的技能，例如機械設計與製造、電子電路設計與焊接以及 C 和 C++ 程式設計。我們也計劃參加每年舉辦的三項微型機器人比賽。

/
/ 除了迷你機器人比賽之外，我們還計劃參加筑波挑戰賽，這是一項機器人自主導航筑波市街道的比賽。本次比賽，俱樂部志工將齊心協力，以團隊形式搭建一台機器人。

您只需支付機器人材料費；無需繳納會員費或年費。我們也提供夏令營和冬令營。無論您是機器人搭建新手還是經驗豐富的愛好者，如果您有興趣，歡迎前來了解！",• 每週六 / 上午 10:00 - 下午 5:00 / 手工藝工作坊 • 志工在學生會大樓舉辦不定期活動,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0269,3624,68610831613e5291,早稻田方程式項目,獎學金,科技,我們的「學生方程式賽車」計畫旨在讓學生自主研發方程式賽車（類似F1賽車的單座開輪式賽車）。各大學的學生車隊將展開角逐，爭奪最佳賽車的頭銜。在國際公認的規則架構下，各車隊每年規劃一款賽車，利用3D CAD軟體進行設計和分析，然後透過機械加工和焊接等工藝製造賽車。他們還將透過大量的駕駛測試來評估和改進賽車，力爭在日本學生方程式賽車大賽中打造最快的賽車。比賽不僅檢視賽車性能，還檢視駕駛技巧、燃油效率、成本控制和商業計劃，從而培養學生全面的「製造」技能。資金籌措、零件和材料採購、贊助商談判、目標管理和進度管理也是專案管理的重要組成部分。親手打造一輛真正的賽車並組建一支車隊固然充滿挑戰，但當我們親手打造的賽車馳騁在賽道上，並且速度超越其他所有車隊時，那種成就感是無與倫比的。如需了解更多詳細資訊和日常活動的最新動態，請造訪我們的團隊網站。我們衷心感謝您的支持與鼓勵。我們一直在尋找新的團隊成員！,每日/上午 9:00 - 下午 6:00/西早稻田校區，製造車間（週六和週日有許多校外車間！）,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0270,3547,2d495150cfe1ed47,早稻田電腦娛樂,獎學金,科技,早稻田電腦娛樂社（簡稱WCE）是一個透過電腦創意計畫教授程式設計、插畫、3DCG、桌上音樂（DTM）和遊戲設計的社群。我們於2011年在早稻田大學成立，並曾參與科學與工程展（大學節）、Comic Market、Comitia和M3等活動。自2014年6月起，我們正式註冊成為理工學部認可的社團。許多人想嘗試程式設計、插畫或音樂製作，卻不知從何入手，或獨自創作感到孤獨。 WCE正是為這些人而設，匯集志同道合的人們，指導他們入門，幫助他們踏出創作世界的第一步——儘管這個世界近在咫尺，卻似乎遙不可及。經驗豐富的成員會耐心指導初學者，而且只要是創意活動，都是免費的，所以你一定能創作出自己想要的作品。此外，我們整個團隊也會為科學與工程展覽會（大學節）創作完全原創的遊戲，並製作插畫集和音樂CD在校外活動中展出。因此，即使是那些想創作但沒有具體目標的人，也能享受創作的樂趣。何不加入我們，一起踏入創作的世界？,每週三、五 / 下午 6:00 起 / 西早稻田校區,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0271,3291,a4531eeef5b84cca,早稻田大學 ROBOSTEP,獎學金,科技,大學生活是一生一次的體驗，何不投入自己熱愛的事物呢？ ROBOSTEP 是經大學認可的機器人社團，我們每天都以贏得 NHK 學生機器人大賽為目標而奮鬥。我們曾在 2015 年贏得 NHK 學生機器人大賽冠軍，2019 年獲得亞軍，並已連續五年參賽。由於 NHK 學生機器人大賽的規則每年都在變化，我們每年都會從零開始設計機器人以適應新的規則。社團分為“設計組”和“電子組”，分別負責機械設計、加工組裝、電路設計、控制系統等工作，並團隊合作打造大型比賽機器人。從第一年開始，我們就參加新手賽和社團間比賽，從基礎做起，不斷磨練技能，所以即使你無經驗也不用擔心。我們歡迎所有積極進取的學生加入，不限年級、專業或經驗程度。如果你真的熱愛創造，那就加入我們吧！如果你想參加機器人競賽！如果你想製作機器人！請來參觀我們這裡！,例會每週三下午6點舉行，個人空閒時間可進行各種活動/手作坊,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0272,3042,a4ccf9dd3f80cd99,早稻田守護者,媒體・出版,發布,我們社團主要進行兩項活動。首先，我們製作並發行一份免費的英文報紙。社團成員提出自己想做的項目，然後實際採訪各界名人，並組織圓桌討論，最終撰寫出引人入勝的文章。其次，我們製作並銷售一本名為《早稻田精神》的雜誌，面向未來的學生。這本雜誌以「只有在早稻田大學就讀的學生才能展現的早稻田的真實面貌」為主題，由社團成員親自策劃並執行各種項目，力求為讀者帶來愉悅的閱讀體驗。雜誌的銷售範圍遍及日本全國，從北海道到九州。這些活動的獨特之處在於，在撰寫文章時，我們可以根據文章內容來採訪各界名人，並構思和執行只有學生才能完成的創新專案！,每週二/下午6:30/學生會大樓,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0273,3641,3c2d5c98691cf45b,早稻田大學大眾傳播研究學會,媒體・出版,發布,"大眾傳播研究社分為四個小組：計畫小組、訪談小組、設計小組、文學小組。這些小組負責製作免費雜誌《早稻田吉》（Wasekichi）並在網路上發表文章。

/
/
/
/ 企劃小組根據成員的興趣和關注點，為《早稻田吉》撰寫文章。採訪小組以大學生的獨特視角進行採訪，而文學小組的成員則創作小說、散文等作品。設計小組則根據其他小組的文章和作品，設計雜誌的版面，最後完成《早稻田吉》的製作。許多成員在文章創作和設計方面都是新手，但他們從零開始學習，並在與其他成員的合作中不斷磨練技能！

/
/
/
/ 此外，在早稻田文化節上，我們每年都會邀請知名人士進行講座和訪談。過去，我們曾邀請過來自各領域的嘉賓，包括作家京極夏彥和早峰薰，以及作詞作曲家杉山克彥。

當然，除了嚴肅的活動之外，我們還會舉辦許多活動，例如靜修和一日遊，讓會員們有機會加深彼此的友誼！我們每週舉辦四天活動，您可以彈性安排參與頻率，因此也可以同時加入其他社團。無論您是否對出版或設計感興趣，我們都非常歡迎您的加入。讓我們在大眾傳媒研究社將您的「嗜好」和「興趣」變成現實吧！",每週二、週四、週五/第五或第六堂課/富山校區學生會大樓（活動日期和時間可能會因課程延長而有所變更。詳情請關注我們的官方推特帳號。）,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0274,3267,08c656ee5d54bd71,早稻田連結,媒體・出版,發布,"我們是早稻田Links，一個官方認可的學生組織。我們的主要活動包括每年春秋兩季出版免費刊物，經營網路媒體平台，發布其他資料，以及策劃活動。

/
/
/
/ 我們的免費刊物每期都有不同的主題（例如，「選擇」、「思考二元對立」、「清晨」、「失去」），我們嘗試透過訪談、專欄、設計和攝影文章等多種方式來探討主題。由於我們免費發行，因此能夠打造一份反映學生生活獨特煩惱和焦慮的雜誌，使其與商業市場保持一定的距離。

/
/
/
/ 我們提供豐富的活動，包括文章寫作/編輯、設計、攝影和影片製作。

/
/
/
/ 我們提供一個環境，​​讓您加入後能夠獲得必要的技能，因此無論您是初學者還是經驗豐富的人，只要有興趣，都能在這裡茁壯成長。

/

/

/ 如果你是大學生，想要追求自己的興趣愛好或嘗試一些新鮮事物，歡迎來訪！",每週三，第六堂課 / 學生會大樓,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0275,3245,73e9840679622cc8,出版甲子園執行委員會,媒體・出版,發布,"出版甲子園大賽秉持著「將商業出版帶給學生」的願景，致力於連結擁有獨特創意的學生與出版社。

我們的主要活動包括：全國學生徵集提案，由會員進行多輪評審，最後由資深編輯進行決賽評審。優秀提案將獲得商業出版機會。過去20年間，已有43本書籍透過我們的計畫成功出版。

籌備委員會負責提案評審，並為參賽者提供賽前準備支援。我們也會與許多業內人士交流互動，包括知名人士和專業編輯，他們會作為嘉賓出席決賽。 ……雖然聽起來工作量很大，但您不必擔心。我們的資深會員都非常友善風趣，我們尊重每個人的時間安排，也歡迎同時參與其他社團的學生加入！

何不體驗「連結有出版夢想的學生與出版社」的獨特經驗呢？","每月召開一次全體會議。

會議一般每週召開一次，但具體情況因人而異。會議地點包括富山校區、東京大學駒場校區、線上。",無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0276,3246,ec08e3809dd81f98,出版機構 ENJI,媒體・出版,發布,"ENJI 是一個成立於 2009 年 10 月的學生社團，其理念是「用時尚改變早稻田」。

/
/ 我們的主要活動是每年出版三期免費雜誌（春夏刊、秋刊和冬刊）。雜誌中的模特兒皆為早稻田大學的學生，所有工作都由我們自己完成：尋找模特兒、搭配服裝、拍攝照片，以及使用編輯軟體設計雜誌的版面和排版。我們也透過開展對外活動、爭取企業和餐廳的贊助來籌集資金。

/
/ 社團氛圍友善融洽，成員之間不分資歷都能相處融洽。一群熱愛時尚和文化的多元化群體聚集在一起，享受著共同工作的樂趣！",每週一/下午6:30/學生會大樓,Circle 網站已關閉,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0277,3544,1b4573fac03991e8,視角研究小組,媒體・出版,溝通,"透視研究小組是一個以早期稻田大學為中心的建築參觀社團。成員來自包括日本女子大學、橫濱國立大學、明治大學和東京大學在內的多所大學。我們每月舉辦一次參觀活動，主要參觀東京地區由著名建築師設計的建築。此外，我們在春假和暑假期間還會組織兩次為期四至五晚的“建築之旅”，參觀地點不僅限於東京及其周邊地區，還會擴展到其他地區。


/
/
/
/ 在聆聽資深會員的講解時，您可以體驗到雜誌和照片無法呈現的建築之美。透過與其他大學的學生互動交流，您可以獲得豐富的建築知識，從而更好地理解建築。


/
/
/
/ 無論您是想學習建築、加深對建築的了解，或是不是建築系學生，亦或是國際學生，都歡迎加入我們！",每月一次（主要在週六和週日）/東京都市圈（視地點而定）,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0278,3145,5a1aa119f82e6639,動畫俱樂部（WALT）,媒體・出版,溝通,"動畫社（WALT）是一個以觀看動畫為主的「消費型」社團。它是早稻田大學官方認可的社團，甚至擁有自己的社團活動室。 ←這是優勢！活動室配備了電腦，讓我們幾乎可以觀看所有你能想到的動畫，從經典老片到最新熱播的應有盡有。除了動畫，我們還有豐富的桌遊、漫畫和輕小說。因此，WALT的成員不僅包括動畫宅，還有各種各樣的其他宅友潛伏在活動室裡。 WALT沒有固定的活動日期和時間；成員可以隨時來活動室參與，活動形式非常靈活。社團的另一項重要成就是「參加Comic Market」。在這個通常被稱為Comiket的活動中，成員們會合作製作和銷售小冊子。 /
///

///

///

///

///

///

///

///",當會員在俱樂部活動室 - 學生會大樓 E504 室,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0279,3491,e0875990e5250f7c,早稻田模擬聯合國學習小組,媒體・出版,溝通,簡而言之，模擬聯合國是一項模擬國際會議的活動。模擬聯合國活動遍布世界各地，而早稻田大學模擬聯合國研究小組每週二第六堂課在早稻田大學舉行例行活動。您可以參加會議營、全國性會議以及海外會議！我們致力於在會議之餘營造輕鬆愉快的氛圍，並組織豐富多彩的活動，例如休閒營。如有任何疑問，請透過各種社交媒體或電子郵件與我們聯繫！,每週二/第六節和第七節課/學生會大樓或大學附近的設施。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0280,3271,573eebbee5cb8199,輝光,媒體・出版,溝通,除了每月舉辦的活動外，GLOW 還舉辦各種各樣的活動，包括每月例會、午餐聚會、學習小組，以及最近在早稻田文化節上進行的戲劇表演和電影製作。他們還擁有一個專屬的社團活動室，供成員們課間休閒娛樂。透過這些豐富多彩的活動，GLOW 為 LGBTQ+ 學生提供了一個彼此建立深厚友誼的平台。,每日根據需要。由於俱樂部的特殊性質，相關資訊不對外公開。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0281,3570,7b2052017820c4e8,電子學習溝通研究小組（ELC）,媒體・出版,溝通,本社團由就讀人類科學學院電子學院的學生組成，電子學院以線上學習為主要教學方式。因此，我們需要一個學生間的交流平台。每年，我們都會策劃並舉辦各種活動，為成員們提供資訊分享和增進友誼的空間。我們的主要活動包括春季迎新慶祝活動、早稻田大學對陣慶應義塾大學的棒球比賽加油助威、夏令營學習小組以及研討會籌備會議。三月份，我們會舉辦畢業典禮，屆時師生將共同慶祝即將畢業的學長學姐，為在校學生創造一個充滿意義的學習氛圍，激勵他們繼續努力學習。未來，我們將繼續積極開展這些活動，並努力成為遠距學習學生之間「友誼與熱情的橋樑」。,不定期/學生會大樓/人文科學學院教室,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0282,3750,a15ce53e787772ca,重新思考時尚 早稻田,媒體・出版,溝通,Rethink Fashion Waseda (ReF) 以「將永續時尚融入生活方式」為願景，透過社群媒體傳播易於學生融入日常生活的永續時尚訊息。他們的目標是提高人們對永續時尚的思考和行動。截至2024年，他們的主要平台Instagram已擁有超過3000名粉絲。他們也透過舉辦活動（例如復古服裝跳蚤市場和海灘清潔活動）以及與WWD、JanSports和《日經新聞》等時尚雜誌合作，拓展學習和行動，致力於建立一個更環保、更人性化的永續社會。,每月最後一個星期日 / 晚上9點 / 線上（Zoom）,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
